customer_unique_id,first_purchase_date,last_purchase_date,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_code,segment_name
0079b50e9f77c1148b472818f92eaebc,"2017-11-26 18:13:28","2017-11-26 18:13:28",281,1,4.00,4,5,2,452,Other
0079b7407a428543a7f178cc09164035,"2017-11-29 17:44:25","2017-11-29 17:44:25",278,1,4.00,4,5,2,452,Other
007a2fab7046647dad04fe7d08c57820,"2018-02-03 20:41:36","2018-02-03 20:41:36",212,1,1.00,3,2,5,325,Other
007ad549acb91673f04eac22c0568114,"2017-09-26 14:42:47","2017-09-26 14:42:47",342,1,1.00,4,4,5,445,Other
007b8307b6448f0425ff2001f00c1bdb,"2018-05-14 21:18:41","2018-05-14 21:18:41",112,1,1.00,2,4,5,245,"Potential Loyalists"
007ba48697b079e78f168b051462dd1b,"2018-06-06 23:49:36","2018-06-06 23:49:36",89,1,3.00,1,4,2,142,"New Customers"
007d9f716ead2bc8712255271a38f609,"2018-01-01 15:27:17","2018-01-01 15:27:17",245,1,2.00,3,5,3,353,"Potential Loyalists"
007e21b7a007c8f8dadfa43c9d5a91db,"2018-03-10 22:58:30","2018-03-10 22:58:30",177,1,1.00,2,3,3,233,"Potential Loyalists"
0083e758383b3deb6c6dac1b0b431ac0,"2018-01-06 11:33:27","2018-01-06 11:33:27",240,1,1.00,3,5,4,354,"Potential Loyalists"
00842c7d0cedb9e1edad8e9b7d148f09,"2017-04-05 21:26:56","2017-04-05 21:26:56",516,1,1.00,5,2,5,525,"At-Risk Customers"
0085139b503668b3addcfe826d91be8d,"2018-01-30 13:48:42","2018-01-30 13:48:42",216,1,5.00,3,2,1,321,Other
0085d749fc64f766ece1729464f8039a,"2018-03-21 22:59:41","2018-03-21 22:59:41",166,1,8.00,2,3,1,231,"Potential Loyalists"
008778a1591d49f6b2464dffaa4fa662,"2017-07-19 19:43:14","2017-07-19 19:43:14",411,1,10.00,5,3,1,531,Other
0087c31081ea8d160baa06bf4ad4d76f,"2018-06-22 19:57:24","2018-06-22 19:57:24",73,1,8.00,1,1,1,111,Champions
0087eede471173af78d789df249c3a45,"2017-02-16 20:12:03","2017-02-16 20:12:03",564,1,1.00,5,2,5,525,"At-Risk Customers"
008b06aba4b5f5b5b94f525ccf520624,"2018-08-22 10:49:05","2018-08-22 10:49:05",12,1,2.00,1,1,3,113,"Loyal Customers"
008b82b072c6b564fcce49a325f84097,"2018-03-10 18:42:35","2018-03-10 18:42:35",177,1,4.00,2,3,2,232,"Potential Loyalists"
008ca52811784a181c8c88e8d66b49db,"2018-08-15 23:01:42","2018-08-15 23:01:42",19,1,4.00,1,1,2,112,"Loyal Customers"
008d17333e414049279c7822dfd5f019,"2017-08-23 12:59:04","2017-08-23 12:59:04",376,1,7.00,4,3,1,431,Other
008ea5bdd1a99fb584cce7739349da75,"2018-04-13 20:34:21","2018-04-13 20:34:21",143,1,2.00,2,4,3,243,"Potential Loyalists"
008f3d5f45a11059239a5c452cd00006,"2017-01-26 09:11:37","2017-01-26 09:11:37",585,1,1.00,5,2,5,525,"At-Risk Customers"
008fb2ecc75561d202dd4db2e0ceec25,"2017-05-31 22:42:05","2017-05-31 22:42:05",460,1,4.00,5,2,2,522,"At-Risk Customers"
009000746b4fc73fe77ecc396fdb78d2,"2017-11-29 08:22:33","2017-11-29 08:22:33",278,1,2.00,4,5,3,453,Other
009062f98089a091615b5c9faa13de26,"2017-09-12 22:53:28","2017-09-12 22:53:28",356,1,3.00,4,4,2,442,Other
009210a1646725341917560a13f7799f,"2017-08-02 12:48:40","2017-08-02 12:48:40",397,1,1.00,5,4,5,545,"Lost Customers"
009231b0ef6a6b4f5a5fe46938827b83,"2018-02-04 22:23:22","2018-02-04 22:23:22",211,1,1.00,3,2,5,325,Other
009301957bc7714394865c44650d8060,"2017-06-23 11:35:41","2017-06-23 11:35:41",437,1,3.00,5,2,2,522,"At-Risk Customers"
0093aeb87eca387dd153f965aa10c060,"2017-11-21 17:34:43","2017-11-21 17:34:43",286,1,2.00,4,5,3,453,Other
0093c499f4f9c0e169ead490aa62ce3e,"2017-06-12 19:38:57","2017-06-12 19:38:57",448,1,2.00,5,2,3,523,"At-Risk Customers"
0093dbe7f479386a92095026decf825d,"2017-11-27 19:48:08","2017-11-27 19:48:08",280,1,1.00,4,5,4,454,Other
00941614a654458b888b8780815bd26c,"2017-03-29 10:31:33","2017-03-29 10:31:33",523,1,4.00,5,2,2,522,"At-Risk Customers"
00950dbc783342e164c24e09023ebcb7,"2018-07-03 15:48:48","2018-07-03 15:48:48",62,1,1.00,1,1,5,115,"Loyal Customers"
009671b5dc80cdf32aeb5850868ba81c,"2017-06-21 14:03:19","2017-06-21 14:03:19",439,1,3.00,5,2,2,522,"At-Risk Customers"
0096c18412349537abc45e350581cbbc,"2017-03-14 17:33:28","2017-03-14 17:33:28",538,1,8.00,5,2,1,521,"At-Risk Customers"
0096c9cb600a08e601f7c2be6734531a,"2017-07-28 12:19:51","2017-07-28 12:19:51",402,1,2.00,5,4,3,543,"Lost Customers"
0096f8cd903cc205efab77d5ae6bb6f1,"2018-02-12 22:18:35","2018-02-12 22:18:35",203,1,2.00,3,3,3,333,"Potential Loyalists"
00970787f181925ba33bd32b3817f742,"2017-09-16 01:30:57","2017-09-16 01:30:57",352,1,2.00,4,4,3,443,Other
0097c1e3f3c2fed7a7d8cf30be1a33df,"2017-11-27 13:25:08","2017-11-27 13:25:08",280,1,1.00,4,5,4,454,Other
0097fca0db567f5ca79509b7b4fc1c2d,"2018-04-19 11:17:55","2018-04-19 11:17:55",137,1,10.00,2,4,1,241,"Potential Loyalists"
00986cafefb6e670cceca01694bda599,"2017-12-31 17:55:07","2017-12-31 17:55:07",246,1,3.00,3,5,2,352,"Potential Loyalists"
0098853a28531d48988a2fb02b30840e,"2018-06-08 12:06:19","2018-06-08 12:06:19",87,1,1.00,1,4,4,144,"New Customers"
009890d2f2b15df1267ed7f90f45fc4e,"2018-04-23 13:23:27","2018-04-23 13:23:27",133,1,1.00,2,5,4,254,"Potential Loyalists"
0098f4847541cc7d676f9a5efc64c0f0,"2017-04-17 18:46:05","2017-04-17 18:46:05",504,1,3.00,5,2,2,522,"At-Risk Customers"
009a3ad0cbdfc7f5481488472f72e8b1,"2018-04-04 08:46:50","2018-04-04 08:46:50",152,1,1.00,2,4,4,244,"Potential Loyalists"
009dd7b313c04f4ccd9d4e423bc04ba7,"2018-04-25 07:27:40","2018-04-25 07:27:40",131,1,1.00,2,5,4,254,"Potential Loyalists"
009e70fcdd4ea3769c73210414e73c64,"2017-06-19 08:37:15","2017-06-19 08:37:15",441,1,1.00,5,2,5,525,"At-Risk Customers"
009f647a455451d6c325bef96685e1c1,"2018-04-27 17:52:31","2018-04-27 17:52:31",129,1,5.00,2,4,1,241,"Potential Loyalists"
00a02d822b18db532e50e0607e615f3b,"2018-08-14 11:29:10","2018-08-14 11:29:10",20,1,2.00,1,1,3,113,"Loyal Customers"
00a089b8c7ab1e3808c3ad7de7a254dd,"2018-06-20 07:49:50","2018-06-20 07:49:50",75,1,1.00,1,1,5,115,"Loyal Customers"
00a1c6913daeda0b7f9b79f802805fdb,"2017-12-27 12:03:40","2017-12-27 12:03:40",250,1,4.00,3,5,2,352,"Potential Loyalists"
00a1d0d7d91c17c634d6896ce10ce1c6,"2018-07-30 12:48:50","2018-07-30 12:48:50",35,1,10.00,1,1,1,111,Champions
00a1e8f160b36ccdcbca310933f12a3b,"2017-11-29 09:03:35","2017-11-29 09:03:35",278,1,1.00,4,5,4,454,Other
00a218ea82c458456098caa1c4a7e796,"2017-03-01 08:32:00","2017-03-01 08:32:00",551,1,1.00,5,1,4,514,"At-Risk Customers"
00a33236962b4ac37fd25275be9c206b,"2018-08-19 17:25:43","2018-08-19 17:25:43",15,1,1.00,1,1,4,114,"Loyal Customers"
00a39521eb40f7012db50455bf083460,"2018-05-23 20:14:21","2018-06-03 10:12:57",92,2,2.00,1,1,3,113,"Loyal Customers"
00a3a868d6047bac2888d27b16743ba0,"2018-02-10 16:08:29","2018-02-10 16:08:29",205,1,2.00,3,3,3,333,"Potential Loyalists"
00a6ee75a90222405df9d8d59babc513,"2017-07-06 22:54:18","2017-07-06 22:54:18",424,1,1.00,5,3,3,533,Other
00a78b45ea275348c1a8081bef9ab61b,"2017-12-29 20:20:52","2017-12-29 20:20:52",248,1,10.00,3,5,1,351,"Potential Loyalists"
00a7d14cb10e11b7f7d65120a7e3942f,"2017-04-12 13:01:41","2017-04-12 13:01:41",509,1,1.00,5,2,5,525,"At-Risk Customers"
00a9fd000ff87bb48b989df819c418f5,"2018-03-20 07:08:27","2018-03-20 07:08:27",167,1,4.00,2,3,2,232,"Potential Loyalists"
00aafcd186fbd5da867f9b8df04518aa,"2018-02-15 18:54:00","2018-02-15 18:54:00",200,1,2.00,3,3,3,333,"Potential Loyalists"
00ab80210f1875276065f3c1911a2110,"2018-04-03 14:02:35","2018-04-03 14:02:35",153,1,3.00,2,4,2,242,"Potential Loyalists"
00ab8b4d83051d5a41842abe7ff473fc,"2017-12-02 11:17:52","2017-12-02 11:17:52",275,1,3.00,4,5,2,452,Other
00aba8ca6b7a455bcde671692a3f9e51,"2017-11-27 09:36:59","2017-11-27 09:36:59",280,1,1.00,4,5,4,454,Other
00ac9cd5c4ad19e16e7c6f6864711737,"2017-04-28 14:20:07","2017-04-28 14:20:07",493,1,8.00,5,2,1,521,"At-Risk Customers"
00ad4e6c01a3039fa1b45eaadb4222e4,"2018-06-22 22:30:56","2018-06-22 22:30:56",73,1,1.00,1,1,5,115,"Loyal Customers"
00ad5165112e0e9a91a23b1132716584,"2017-03-28 13:47:36","2017-03-28 13:47:36",524,1,1.00,5,2,4,524,"At-Risk Customers"
00adeda9b742746c0c66e10d00ea1b74,"2017-11-07 16:54:04","2017-11-07 16:54:04",300,1,10.00,4,5,1,451,Other
00ae50eb5e1d2514f694dee1dcbbd5ae,"2018-05-10 22:19:03","2018-05-10 22:19:03",116,1,4.00,2,4,2,242,"Potential Loyalists"
00ae9ea276a5a4335382c9391059ddf2,"2017-09-13 08:19:01","2017-09-13 08:19:01",355,1,7.00,4,4,1,441,Other
00af5c2c9fd47849143be82aea5ab2cf,"2018-01-09 11:21:46","2018-01-09 11:21:46",237,1,1.00,3,5,4,354,"Potential Loyalists"
00b0595d2b0f0b838edb7fbc749ea644,"2017-07-29 12:08:09","2017-07-29 12:08:09",401,1,3.00,5,4,2,542,"Lost Customers"
00b0d21952ae29dfe79db614512a27c2,"2017-12-08 13:19:14","2017-12-08 13:19:14",269,1,1.00,3,5,4,354,"Potential Loyalists"
00b1066a65657ee1759544f6b61a4e2c,"2018-05-11 07:08:35","2018-05-11 07:08:35",115,1,1.00,2,4,5,245,"Potential Loyalists"
00b1b0f856eb804d554ceab3d8f1dc35,"2018-01-19 01:17:29","2018-01-19 01:17:29",227,1,10.00,3,3,1,331,"Potential Loyalists"
00b1d2492b4127598629f19a22a32be8,"2017-11-23 09:49:45","2017-11-23 09:49:45",284,1,2.00,4,5,3,453,Other
00b21d737fc7f475c145ca292832385d,"2018-02-23 21:28:02","2018-02-23 21:28:02",192,1,3.00,3,2,2,322,Other
00b246520d4904724f9b20188a2ff39b,"2018-06-02 14:02:44","2018-06-02 14:02:44",93,1,1.00,1,4,4,144,"New Customers"
00b2ca23369b68c4d4105ecea9c0cb93,"2018-08-03 08:59:39","2018-08-03 08:59:39",31,1,1.00,1,1,5,115,"Loyal Customers"
00b2ee6366438f46105832fd9acaf56f,"2018-04-03 12:39:14","2018-04-03 12:39:14",153,1,5.00,2,4,1,241,"Potential Loyalists"
00b309d0151d92709de70e43d662711b,"2017-10-11 11:38:12","2017-10-11 11:38:12",327,1,2.00,4,3,3,433,Other
00b5ba65365dad1d25811bf5e45fc983,"2017-11-26 22:56:45","2017-11-26 22:56:45",281,1,4.00,4,5,2,452,Other
00b72937dcd829c0d8ca72ec77cd073c,"2017-06-15 18:58:28","2017-06-15 18:58:28",445,1,1.00,5,2,5,525,"At-Risk Customers"
00b742e2f6d8fa571cd560007081d53b,"2018-06-20 19:22:00","2018-06-20 19:22:00",75,1,1.00,1,1,5,115,"Loyal Customers"
00b8076004092a29c2c934570c356fc7,"2018-03-20 22:36:58","2018-03-20 22:36:58",167,1,1.00,2,3,5,235,"Potential Loyalists"
00b9746bf8ac2964942d8b969f015196,"2018-08-01 13:02:26","2018-08-01 13:02:26",33,1,5.00,1,1,2,112,"Loyal Customers"
00ba737b18a7996f68cb8a99556bedd4,"2017-07-11 23:14:57","2017-07-11 23:14:57",419,1,4.00,5,3,2,532,Other
00bab5c446ba511117719c775a3f78e8,"2018-01-14 11:56:35","2018-01-14 11:56:35",232,1,1.00,3,5,4,354,"Potential Loyalists"
00bbfe2f540d0cfccbb098d92c503eca,"2017-10-29 20:51:29","2017-10-29 20:51:29",309,1,1.00,4,3,5,435,Other
00bc6cf36e50f21a8478d86721c07aa5,"2018-03-11 16:52:50","2018-03-11 16:52:50",176,1,1.00,2,3,3,233,"Potential Loyalists"
00bcc55fd3eb23fc001365c5f0c3c3ba,"2018-02-05 18:08:41","2018-02-05 18:08:41",210,1,1.00,3,2,5,325,Other
00bd169997f142571c113645554663d6,"2017-11-21 14:45:07","2017-11-21 14:45:07",286,1,5.00,4,5,1,451,Other
00bd194837f2ad36d45985a6205df78a,"2018-04-28 12:42:16","2018-04-28 12:42:16",128,1,2.00,2,4,3,243,"Potential Loyalists"
00bd903b65b4c9a1c822887d0b012592,"2018-05-18 00:32:21","2018-05-18 00:32:21",108,1,1.00,2,5,4,254,"Potential Loyalists"
00be1845d956d40218db17093f667764,"2017-11-24 17:09:16","2017-11-24 17:09:16",283,1,4.00,4,5,2,452,Other
00bee19e1199bc5cede1c674177b9e22,"2017-11-17 19:42:27","2017-11-17 19:42:27",290,1,10.00,4,5,1,451,Other
00bfe974afd63b30ed282dc69892fb98,"2017-12-28 08:02:02","2017-12-28 08:02:02",249,1,1.00,3,5,4,354,"Potential Loyalists"
00c003ed13c76042b78d53fbc26930d0,"2017-03-16 20:25:10","2017-03-16 20:25:10",536,1,10.00,5,2,1,521,"At-Risk Customers"
00c04df1c94e385d57d4a33a2965217c,"2018-03-01 19:25:49","2018-03-01 19:25:49",186,1,1.00,3,3,3,333,"Potential Loyalists"
00c05fe9d2f8b245f1f86fe559175f24,"2018-06-14 15:47:45","2018-06-14 15:47:45",81,1,1.00,1,1,4,114,"Loyal Customers"
00c07da5ba0e07b4f248a3a373b07476,"2018-07-27 14:28:20","2018-07-27 14:28:20",38,1,10.00,1,1,1,111,Champions
00c0bbc49a530c07c110d269211da046,"2017-11-29 21:11:12","2017-11-29 21:11:12",278,1,2.00,4,5,3,453,Other
00c19498681c665889d1212be870e8df,"2017-11-17 19:51:56","2017-11-17 19:51:56",290,1,1.00,4,5,4,454,Other
00c1d73d161e74cfbe78975c1a2ba2ff,"2018-04-26 21:59:11","2018-04-26 21:59:11",130,1,1.00,2,4,4,244,"Potential Loyalists"
00c26c3dd77bb25a0423a2280886b86a,"2018-03-04 20:11:11","2018-03-04 20:11:11",183,1,1.00,3,3,4,334,"Potential Loyalists"
00c31de6420048cb3f668c99153debf7,"2017-10-31 21:42:47","2017-10-31 21:42:47",307,1,1.00,4,3,5,435,Other
00c3624c55261d9ce593f30e3815a880,"2017-03-18 11:24:06","2017-03-18 11:24:06",534,1,10.00,5,2,1,521,"At-Risk Customers"
00c3c74b09b2022ac2c0f43bb09797b4,"2017-12-01 14:53:50","2017-12-01 14:53:50",276,1,3.00,4,5,2,452,Other
00c4592dfbfe06775ab582d7a2b8dddf,"2017-11-25 21:45:25","2017-11-25 21:45:25",282,1,6.00,4,5,1,451,Other
00c4d93157cffc73cb2459f52b89cee4,"2017-10-19 21:19:13","2017-10-19 21:19:13",319,1,2.00,4,3,3,433,Other
00c5610e0f4b339cd3b0cc499937db8d,"2018-07-21 21:59:41","2018-07-21 21:59:41",44,1,1.00,1,1,5,115,"Loyal Customers"
00c605c0bfa39610b994c18f822a6d5a,"2018-04-24 13:23:50","2018-04-24 13:23:50",132,1,1.00,2,5,4,254,"Potential Loyalists"
00c8c7f0cafacc30bfda2a9a7445ec80,"2018-07-27 20:40:18","2018-07-27 20:40:18",38,1,1.00,1,1,5,115,"Loyal Customers"
00c916ff33b521444787ac76ac6b029d,"2017-12-10 10:48:31","2017-12-10 10:48:31",267,1,3.00,3,5,2,352,"Potential Loyalists"
00ca7e6a87ceddccce3ff015000be61b,"2018-03-19 22:33:16","2018-03-19 22:33:16",168,1,1.00,2,3,5,235,"Potential Loyalists"
00cac13832bd0a8b6f50f6a36b053223,"2018-06-05 12:16:41","2018-06-05 12:16:41",90,1,8.00,1,4,1,141,"New Customers"
00cc0061269a99836cf8b029b1d0177d,"2018-07-30 21:20:29","2018-07-30 21:20:29",35,1,1.00,1,1,5,115,"Loyal Customers"
00cc12a6d8b578b8ebd21ea4e2ae8b27,"2017-03-21 19:25:22","2017-03-21 19:25:23",531,2,2.00,5,1,3,513,"At-Risk Customers"
00cc2d4fcb3a1864b4f900741915aa85,"2017-12-14 15:16:42","2017-12-14 15:16:42",263,1,3.00,3,5,2,352,"Potential Loyalists"
00cc7c54469f4177319d6bb12e883652,"2017-04-18 12:24:29","2017-04-18 12:24:29",503,1,3.00,5,2,2,522,"At-Risk Customers"
00cc8551c0621bc65a440e836bb652d7,"2017-03-24 12:20:28","2017-03-24 12:20:28",528,1,1.00,5,2,4,524,"At-Risk Customers"
00cd1ffd1a85ec2af3de73a3d341339d,"2018-05-08 12:28:18","2018-05-08 12:28:18",118,1,1.00,2,4,4,244,"Potential Loyalists"
00cd767526517f8a4fc27db6cc5a52fa,"2017-06-27 11:12:50","2017-06-27 11:12:50",433,1,1.00,5,2,4,524,"At-Risk Customers"
00cdb0d59698da325d0e6830120363bf,"2018-04-28 19:23:30","2018-04-28 19:23:30",128,1,5.00,2,4,1,241,"Potential Loyalists"
00cf2f12497614285e5dbfb77d6dd312,"2018-04-17 09:50:44","2018-04-17 09:50:44",139,1,1.00,2,4,4,244,"Potential Loyalists"
00d012266be1430eec790d0f405a836c,"2018-04-19 13:15:35","2018-04-19 13:15:35",137,1,1.00,2,4,4,244,"Potential Loyalists"
00d03b5e33f8987549c5590313a4ef21,"2017-06-16 23:17:41","2017-06-16 23:17:41",444,1,3.00,5,2,2,522,"At-Risk Customers"
00d079bd851bf5d13879d7a2a3b5ec48,"2018-01-19 11:41:03","2018-01-19 11:41:03",227,1,2.00,3,3,3,333,"Potential Loyalists"
00d1e5d82377766dac9f8dc4d4eaf4a8,"2018-04-05 11:32:10","2018-04-05 11:32:10",151,1,1.00,2,4,4,244,"Potential Loyalists"
00d447911e5d5ae87480df8734b915f2,"2018-08-01 20:21:24","2018-08-01 20:21:24",33,1,1.00,1,1,5,115,"Loyal Customers"
00d474cea9ceb88b7175d564b081dfa3,"2017-06-15 11:48:29","2017-06-15 11:48:29",445,1,6.00,5,2,1,521,"At-Risk Customers"
00d4ef3e086e2191c3fb6e7b0d2a1c75,"2018-06-30 12:19:32","2018-06-30 12:19:32",65,1,1.00,1,1,5,115,"Loyal Customers"
00d76f8bb8df7e07711da4076c52ffe0,"2018-07-14 12:22:31","2018-07-14 12:22:31",51,1,1.00,1,1,5,115,"Loyal Customers"
00d7812c158831a996a6b3f4698643b5,"2018-08-19 18:12:07","2018-08-19 18:12:07",15,1,1.00,1,1,4,114,"Loyal Customers"
00d7e54ab8c5d9916f19209dbaacbb3d,"2017-07-01 10:07:41","2017-07-01 10:07:41",429,1,1.00,5,2,4,524,"At-Risk Customers"
00d8411c0f5ee4e0a9b8900ea483680e,"2017-12-09 21:53:29","2017-12-09 21:53:29",268,1,3.00,3,5,2,352,"Potential Loyalists"
00d85302f43fe8848153e3720c34ac01,"2018-01-16 21:24:31","2018-01-16 21:24:31",230,1,2.00,3,5,3,353,"Potential Loyalists"
00d890d6e36244f39e22a9fb95e68756,"2018-02-06 10:48:40","2018-02-06 10:48:40",209,1,1.00,3,2,5,325,Other
00d8a60ad2500432d9edd109cfddfd9e,"2018-05-10 11:31:11","2018-05-10 11:31:11",116,1,6.00,2,4,1,241,"Potential Loyalists"
00d8ba74be3eee415fe4508fdd325ee5,"2018-01-31 15:46:03","2018-01-31 15:46:03",215,1,2.00,3,2,3,323,Other
00d96f54b90a6ffbe7361bcfdb85b0ba,"2018-02-21 10:11:39","2018-02-21 10:11:39",194,1,1.00,3,2,5,325,Other
00da34ebf22b87f6c2f53dc069f237df,"2018-05-17 10:31:55","2018-05-17 10:31:55",109,1,2.00,2,5,3,253,"Potential Loyalists"
00db0070b3c3bd0215072323c8499407,"2018-04-22 13:17:43","2018-04-22 13:17:43",134,1,10.00,2,5,1,251,"Potential Loyalists"
00db525fd8d4023dc446f0ed2519139f,"2017-07-26 09:59:26","2017-07-26 09:59:26",404,1,10.00,5,4,1,541,"Lost Customers"
00dba3af1366ca8114a40bc83021f5e9,"2017-12-01 04:19:27","2017-12-01 04:19:27",276,1,2.00,4,5,3,453,Other
00dd4390a8e8ad7a126e8331decc49ce,"2017-05-11 09:13:17","2017-05-11 09:13:17",480,1,5.00,5,2,1,521,"At-Risk Customers"
00df047af693b421c167e27932bfd6c5,"2018-07-04 21:54:37","2018-07-04 21:54:37",61,1,2.00,1,1,3,113,"Loyal Customers"
00df9d2e50424d103ca8796e4dc7c207,"2017-08-22 12:05:19","2017-08-22 12:05:19",377,1,1.00,4,3,3,433,Other
00dfebc9135c7228dbb2239afc214bb5,"2017-11-25 02:11:32","2017-11-25 02:11:32",282,1,1.00,4,5,4,454,Other
00e04d8e3aaa5ffab327612642ab4564,"2017-12-13 09:29:56","2017-12-13 09:29:56",264,1,2.00,3,5,3,353,"Potential Loyalists"
00e10a3ff1e104902141546420f5a18b,"2018-07-20 10:25:59","2018-07-20 10:25:59",45,1,3.00,1,1,2,112,"Loyal Customers"
00e130c15fdc51673742f622aa7eb63c,"2018-07-16 10:22:16","2018-07-16 10:22:16",49,1,1.00,1,1,5,115,"Loyal Customers"
00e151934c812526b4ed6174c8b7b1f7,"2018-01-14 18:01:40","2018-01-14 18:01:40",232,1,3.00,3,5,2,352,"Potential Loyalists"
00e20792154788aa00f53fbd616a8d91,"2018-04-07 08:28:23","2018-04-07 08:28:23",149,1,2.00,2,4,3,243,"Potential Loyalists"
00e2972a013072289c3e86cfc2b9e38d,"2017-09-03 21:16:20","2017-09-03 21:16:20",365,1,1.00,4,4,5,445,Other
00e336519abc0012c8711db2132467ac,"2018-04-15 11:54:15","2018-04-15 11:54:15",141,1,1.00,2,4,4,244,"Potential Loyalists"
00e57919b893c89f4d9eee8d06c41f6f,"2017-11-17 21:13:50","2017-11-17 21:13:50",290,1,3.00,4,5,2,452,Other
00e5dfd6ee7406a69b74c72795e6f354,"2017-12-30 21:13:02","2017-12-30 21:13:02",247,1,2.00,3,5,3,353,"Potential Loyalists"
00e5ea6932dffb682bd3d5760e84d176,"2017-09-26 16:19:36","2017-09-26 16:19:36",342,1,1.00,4,4,5,445,Other
00e5fd621e63c426ef718e2174ebedc5,"2018-03-14 12:09:51","2018-03-14 12:09:51",173,1,1.00,2,3,3,233,"Potential Loyalists"
00e67cd18afc92ef0196eb8cdf31fde0,"2017-11-28 21:12:36","2017-11-28 21:12:36",279,1,1.00,4,5,4,454,Other
00e6c1a9e0ea3dbda699b60023a194ac,"2018-02-03 13:26:26","2018-02-03 13:26:26",212,1,5.00,3,2,1,321,Other
00e707efa5ad9f0e6bcaeeb87910693b,"2017-04-17 09:17:54","2017-04-17 09:17:54",504,1,3.00,5,2,2,522,"At-Risk Customers"
00e872ca2fc94e59982286e69f186e0e,"2017-08-12 17:08:34","2017-08-12 17:08:34",387,1,10.00,4,3,1,431,Other
00e8cbf31206edcf22b7b118daa13983,"2018-01-17 17:59:39","2018-01-17 17:59:39",229,1,3.00,3,5,2,352,"Potential Loyalists"
00e8de2edf1a4ac05a65e36b4682cd9e,"2018-03-20 17:46:18","2018-03-20 17:46:18",167,1,1.00,2,3,5,235,"Potential Loyalists"
00e91970e7fa706ece5b58bdb6344224,"2018-02-20 22:36:14","2018-02-20 22:36:14",195,1,1.00,3,2,5,325,Other
00e984e99fdfd52943156d2d7eb4a5e6,"2018-08-01 16:26:22","2018-08-01 16:26:22",33,1,1.00,1,1,5,115,"Loyal Customers"
00eba9372ced7769c4b9f234923d73cc,"2017-11-29 20:47:39","2017-11-29 20:47:39",278,1,2.00,4,5,3,453,Other
00ec23a308504080697e5204d3dbcb2c,"2017-11-26 22:09:58","2017-11-26 22:09:58",281,1,2.00,4,5,3,453,Other
00ec5df43edcae768361caa707fded3e,"2017-12-10 19:01:54","2017-12-10 19:01:54",267,1,1.00,3,5,4,354,"Potential Loyalists"
00ec6ce865af3a65e9cca32b180e5d20,"2018-03-09 17:34:51","2018-03-09 17:34:51",178,1,2.00,2,3,3,233,"Potential Loyalists"
00ec821ef89535a690a072e80387b40e,"2018-07-17 13:29:52","2018-07-17 13:29:52",48,1,2.00,1,1,3,113,"Loyal Customers"
00eca7e1c994897d0a31bf75478f4b55,"2017-03-04 23:21:48","2017-03-04 23:21:48",548,1,8.00,5,2,1,521,"At-Risk Customers"
00ecc71175078e2cac5547a5656e9622,"2017-06-10 18:02:25","2017-06-10 18:02:25",450,1,10.00,5,2,1,521,"At-Risk Customers"
00ee11b831faa111cd62af2f4de8da96,"2018-04-28 23:52:51","2018-04-28 23:52:51",128,1,1.00,2,4,4,244,"Potential Loyalists"
00ee7af62ef66b1f9b49f2c2bfd70ad5,"2018-07-28 17:27:08","2018-07-28 17:27:08",37,1,3.00,1,1,2,112,"Loyal Customers"
00f326313b0a02392c17028f78338df0,"2018-08-19 22:46:19","2018-08-19 22:46:19",15,1,1.00,1,1,4,114,"Loyal Customers"
00f7a39823c05d6a0675aa6dd276bfb0,"2018-08-22 12:32:55","2018-08-22 12:32:55",12,1,1.00,1,1,4,114,"Loyal Customers"
00f8151e6b5d1b3710527075ef845a88,"2018-01-09 18:03:35","2018-01-09 18:03:35",237,1,3.00,3,5,2,352,"Potential Loyalists"
00f8fcf41cceee827e699cc73950218d,"2018-05-22 21:58:57","2018-05-22 21:58:57",104,1,3.00,2,5,2,252,"Potential Loyalists"
00face5c8f7dbb7eefd4112722f26903,"2018-03-08 21:11:34","2018-03-08 21:11:34",179,1,6.00,2,3,1,231,"Potential Loyalists"
00fb8f6787f67bd33c7e86c9691d2b1c,"2018-01-15 17:03:23","2018-01-15 17:03:23",231,1,1.00,3,5,4,354,"Potential Loyalists"
00fb957ae14ffd35a3211d8aa6d9cf9c,"2018-05-18 20:42:47","2018-05-18 20:42:47",108,1,3.00,2,5,2,252,"Potential Loyalists"
00fb9cc86736fe3782dbc828a2eea4a6,"2017-12-20 21:44:31","2017-12-20 21:44:31",257,1,1.00,3,5,4,354,"Potential Loyalists"
00fd18b088edb95d1a35457f1c0e1bfa,"2018-06-02 23:36:30","2018-06-02 23:36:30",93,1,1.00,1,4,4,144,"New Customers"
00fd4a627a3b93cff0729f0b3554640d,"2018-08-04 11:26:44","2018-08-04 11:26:44",30,1,1.00,1,1,5,115,"Loyal Customers"
00ff5e862f825ac56e5fdfaa6b69dc51,"2018-04-24 22:59:44","2018-04-24 22:59:44",132,1,1.00,2,5,4,254,"Potential Loyalists"
01007c64cbffc1eef7ee682dae0ddbfe,"2018-07-21 20:09:58","2018-07-21 20:09:58",44,1,1.00,1,1,5,115,"Loyal Customers"
01007ebf75cabcd9d81d1aac37b278ca,"2018-04-12 16:14:39","2018-04-12 16:14:39",144,1,2.00,2,4,3,243,"Potential Loyalists"
